Synonym	Primary symbols	Ambiguity
LN28B_HUMAN	LIN28B	0
LNEBL	NEBL	0
LNHR	SELL	0
LNIR	NECTIN4	0
LNK	SH2B3	0
LNKN-1	ITFG1	0
LNOX1	DUOX1	0
LNOX2	DUOX2	0
LNP	LNPK	0
LNP_HUMAN	LNPK	0
LNX	LNX1	0
LNX1_HUMAN	LNX1	0
LNX2_HUMAN	LNX2	0
LNX3	PDZRN3	0
LNX4	PDZRN4	0
LOG12	ALOX12	0
LOG15	ALOX15	0
LOG5	ALOX5	0
LOH11CR2A	VWA5A	0
LOH12CR1	BORCS5	0
LOH12CR3	MANSC1	0
LOK	STK10	0
LONF1_HUMAN	LONRF1	0
LONF2_HUMAN	LONRF2	0
LONF3_HUMAN	LONRF3	0
LONM_HUMAN	LONP1	0
LONP	LONP2	0
LONP2_HUMAN	LONP2	0
LORF1_HUMAN	L1RE1	0
LORF2_HUMAN	O00370	0
LORI_HUMAN	LOR	0
LOST1	TUSC5	0
LOT1	PLAGL1	0
LOX1	OLR1	0
LOX12_HUMAN	ALOX12	0
LOX15_HUMAN	ALOX15	0
LOX5_HUMAN	ALOX5	0
LOXC	LOXL4	0
LOXE3_HUMAN	ALOXE3	0
LOXH1_HUMAN	LOXHD1	0
LOXL	LOXL1|LOXL3	1
LOXL1_HUMAN	LOXL1	0
LOXL2_HUMAN	LOXL2	0
LOXL3_HUMAN	LOXL3	0
LOXL4_HUMAN	LOXL4	0
LP2254	RNF167	0
LP2537	GNPTG	0
LP2561	SLC49A3	0
LP2642	NT5DC1	0
LP2654	ESPN	0
LP3587	NABP2	0
LP3663	ATPAF2	0
LP3727	LBX2	0
LP4941	DGCR8	0
LP4947	C11orf54	0
LP5125	NEU4	0
LP5161	RUNDC1	0
LP5910	GLYCTK	0
LP8067	LIME1	0
LP8272	METTL22	0
LP9056	ERVMER34-1	0
LPA1	LPAR1	0
LPA2	LPAR2	0
LPA3	LPAR3	0
LPA4	LPAR4	0
LPAAT3	AGPAT3	0
LPAL2_HUMAN	LPAL2	0
LPAP	ACP6|PTPRCAP	1
LPAR1_HUMAN	LPAR1	0
LPAR2_HUMAN	LPAR2	0
LPAR3_HUMAN	LPAR3	0
LPAR4_HUMAN	LPAR4	0
LPAR5_HUMAN	LPAR5	0
LPAR6_HUMAN	LPAR6	0
LPC	PCSK7	0
LPC1	ANXA1	0
LPC2B	ANXA2P2	0
LPC2D	ANXA2	0
LPCT4_HUMAN	LPCAT4	0
LPD	ACSBG1|RAPH1	1
LPD6B_HUMAN	LYPD6B	0
LPDL	LIPI	0
LPDLR	LIPH	0
LPEAT2	LPCAT4	0
LPH	LCT	0
LPHH1	ADGRL2	0
LPHN1	ADGRL1	0
LPHN2	ADGRL2	0
LPHN3	ADGRL3	0
LPH_HUMAN	LCT	0
LPIN1_HUMAN	LPIN1	0
LPIN2_HUMAN	LPIN2	0
LPIN3_HUMAN	LPIN3	0
LPIPOX	PIPOX	0
LPL1	LYPLA1	0
LPLUNC1	BPIFB1	0
LPLUNC2	BPIFB2	0
LPLUNC3	BPIFB3	0
LPLUNC4	BPIFB4	0
LPNA	SCGB1D1	0
LPNB	SCGB1D2	0
LPP1	PLPP1	0
LPP2	PLPP2	0
LPP3	PLPP3	0
LPP60_HUMAN	ASPG	0
LPPR1	PLPPR1	0
LPPR2	PLPPR2	0
LPPR3	PLPPR3	0
LPPR4	PLPPR4	0
LPPR5	PLPPR5	0
LPPRC_HUMAN	LRPPRC	0
LPP_HUMAN	LPP	0
LPR2BP	ANKRD37	0
LPRP	PRR4	0
LPTL	PINX1	0
LPTS	PINX1	0
LPXN_HUMAN	LPXN	0
LR2BP_HUMAN	LRP2BP	0
LR3	LRP5	0
LR37B_HUMAN	LRRC37B	0
LR8	TMEM176B	0
LRA25_HUMAN	FAM89B	0
LRAD1_HUMAN	LDLRAD1	0
LRAD2_HUMAN	LDLRAD2	0
LRAD3_HUMAN	LDLRAD3	0
LRAD4_HUMAN	LDLRAD4	0
LRAP	ERAP2	0
LRAP35A	LURAP1	0
LRAT_HUMAN	LRAT	0
LRBA_HUMAN	LRBA	0
LRC10_HUMAN	LRRC10	0
LRC14_HUMAN	LRRC14	0
LRC15_HUMAN	LRRC15	0
LRC17_HUMAN	LRRC17	0
LRC18_HUMAN	LRRC18	0
LRC19_HUMAN	LRRC19	0
LRC20_HUMAN	LRRC20	0
LRC23_HUMAN	LRRC23	0
LRC24_HUMAN	LRRC24	0
LRC25_HUMAN	LRRC25	0
LRC26_HUMAN	LRRC26	0
LRC27_HUMAN	LRRC27	0
LRC28_HUMAN	LRRC28	0
LRC29_HUMAN	LRRC29	0
LRC32_HUMAN	LRRC32	0
LRC34_HUMAN	LRRC34	0
LRC38_HUMAN	LRRC38	0
LRC39_HUMAN	LRRC39	0
LRC3B_HUMAN	LRRC3B	0
LRC40_HUMAN	LRRC40	0
LRC41_HUMAN	LRRC41	0
LRC45_HUMAN	LRRC45	0
LRC46_HUMAN	LRRC46	0
LRC47_HUMAN	LRRC47	0
LRC49_HUMAN	LRRC49	0
LRC4B_HUMAN	LRRC4B	0
LRC4C_HUMAN	LRRC4C	0
LRC52_HUMAN	LRRC52	0
LRC53_HUMAN	LRRC53	0
LRC55_HUMAN	LRRC55	0
LRC57_HUMAN	LRRC57	0
LRC59_HUMAN	LRRC59	0
LRC66_HUMAN	LRRC66	0
LRC8A_HUMAN	LRRC8A	0
LRC8B_HUMAN	LRRC8B	0
LRC8C_HUMAN	LRRC8C	0
LRC8D_HUMAN	LRRC8D	0
LRC8E_HUMAN	LRRC8E	0
LRCC1_HUMAN	LRRCC1	0
LRCH1_HUMAN	LRCH1	0
LRCH2_HUMAN	LRCH2	0
LRCH3_HUMAN	LRCH3	0
LRCH4_HUMAN	LRCH4	0
LRCL1_HUMAN	LRCOL1	0
LRDD	PIDD1	0
LRE1	L1RE1	0
LRF	ZBTB7A	0
LRFN1_HUMAN	LRFN1	0
LRFN2_HUMAN	LRFN2	0
LRFN3_HUMAN	LRFN3	0
LRFN4_HUMAN	LRFN4	0
LRFN5_HUMAN	LRFN5	0
LRG	LRG1	0
LRG47	IRGM	0
LRGUK_HUMAN	LRGUK	0
LRIF1_HUMAN	LRIF1	0
LRIG1_HUMAN	LRIG1	0
LRIG2_HUMAN	LRIG2	0
LRIG3_HUMAN	LRIG3	0
LRIG4	LRRC4B	0
LRIQ3_HUMAN	LRRIQ3	0
LRIQ4_HUMAN	LRRIQ4	0
LRIT1_HUMAN	LRIT1	0
LRIT2_HUMAN	LRIT2	0
LRIT3_HUMAN	LRIT3	0
LRMDA_HUMAN	LRMDA	0
LRMP_HUMAN	LRMP	0
LRN	LOR|LRCH4	1
LRN4L_HUMAN	LRRN4CL	0
LRP	MVP	0
LRP10_HUMAN	LRP10	0
LRP11_HUMAN	LRP11	0
LRP12_HUMAN	LRP12	0
LRP130	LRPPRC	0
LRP15	LRRC3B	0
LRP16	MACROD1	0
LRP1B_HUMAN	LRP1B	0
LRP1_HUMAN	LRP1	0
LRP2_HUMAN	LRP2	0
LRP35A	LURAP1	0
LRP3_HUMAN	LRP3	0
LRP4_HUMAN	LRP4	0
LRP5_HUMAN	LRP5	0
LRP6_HUMAN	LRP6	0
LRP7	LRP5	0
LRP8_HUMAN	LRP8	0
LRPB7	LRRC23	0
LRPDIT	LRP1B	0
LRPR1	CENPI	0
LRR3C_HUMAN	LRRC3C	0
LRR70_HUMAN	LRRC70	0
LRRC11	SLITRK5	0
LRRC12	SLITRK1	0
LRRC16	CARMIL1	0
LRRC16A	CARMIL1	0
LRRC16B	CARMIL3	0
LRRC16C	CARMIL2	0
LRRC1_HUMAN	LRRC1	0
LRRC21	LRIT1	0
LRRC22	LRIT2	0
LRRC33	NRROS	0
LRRC35	TBCEL	0
LRRC37A1	LRRC37A	0
LRRC3A	LRRC3	0
LRRC3_HUMAN	LRRC3	0
LRRC44	LRRIQ3	0
LRRC48	DRC3	0
LRRC4_HUMAN	LRRC4	0
LRRC5	LRRC8D	0
LRRC50	DNAAF1	0
LRRC54	TSKU	0
LRRC62	ELFN2	0
LRRC64	LRRIQ4	0
LRRC67	PPP1R42	0
LRRC68	PPP1R37	0
LRRC76	C21orf2	0
LRRC7_HUMAN	LRRC7	0
LRRC8	LRRC8A	0
LRRD1_HUMAN	LRRD1	0
LRRF1_HUMAN	LRRFIP1	0
LRRF2_HUMAN	LRRFIP2	0
LRRIQ2	CEP97	0
LRRK1_HUMAN	LRRK1	0
LRRK2_HUMAN	LRRK2	0
LRRN1_HUMAN	LRRN1	0
LRRN2_HUMAN	LRRN2	0
LRRN3_HUMAN	LRRN3	0
LRRN4_HUMAN	LRRN4	0
LRRN5	LRRN2	0
LRRN6A	LINGO1	0
LRRN6B	LINGO3	0
LRRN6C	LINGO2	0
LRRN6D	LINGO4	0
LRRT1_HUMAN	LRRTM1	0
LRRT2_HUMAN	LRRTM2	0
LRRT3_HUMAN	LRRTM3	0
LRRT4_HUMAN	LRRTM4	0
LRSM1_HUMAN	LRSAM1	0
LRTM1_HUMAN	LRTM1	0
LRTM2_HUMAN	LRTM2	0
LRTP	LRRC6	0
LRWD1_HUMAN	LRWD1	0
LS14A_HUMAN	LSM14A	0
LS14B_HUMAN	LSM14B	0
LSAMP_HUMAN	LSAMP	0
LSD1	KDM1A	0
LSD2	KDM1B	0
LSDP5	PLIN5	0
LSF	TFCP2	0
LSFR1	CIZ1	0
LSFR2	DOLPP1	0
LSFR3A	USP20	0
LSG1_HUMAN	LSG1	0
LSH	SLC11A1	0
LSHB_HUMAN	LHB	0
LSHR_HUMAN	LHCGR	0
LSLCL	CLEC11A	0
LSM10_HUMAN	LSM10	0
LSM11_HUMAN	LSM11	0
LSM16	EDC3	0
LSM1_HUMAN	LSM1	0
LSM2_HUMAN	LSM2	0
LSM3_HUMAN	LSM3	0
LSM4_HUMAN	LSM4	0
LSM5_HUMAN	LSM5	0
LSM6_HUMAN	LSM6	0
LSM7_HUMAN	LSM7	0
LSM8_HUMAN	LSM8	0
LSMD1	NAA38	0
LSMD1_HUMAN	NAA38	0
LSME1_HUMAN	LSMEM1	0
LSME2_HUMAN	LSMEM2	0
LSP1_HUMAN	LSP1	0
LSR5	TXLNG	0
LSR_HUMAN	LSR	0
LST003	POGK	0
LST005	MSTO1	0
LST1_HUMAN	LST1	0
LST2	SLCO1B3|ZFYVE28	1
LST2_HUMAN	ZFYVE28	0
LST3	SLCO1B7	0
LST3TM12	SLCO1B7	0
LST8	MLST8	0
LST8_HUMAN	MLST8	0
LT4R1_HUMAN	LTB4R	0
LT4R2_HUMAN	LTB4R2	0
LTA4	LTA4H	0
LTB4DH	PTGR1	0
LTB4H	CYP4F3	0
LTBP1_HUMAN	LTBP1	0
LTBP2_HUMAN	LTBP2	0
LTBP3_HUMAN	LTBP3	0
LTBP4_HUMAN	LTBP4	0
LTC4S_HUMAN	LTC4S	0
LTG19	MLLT1	0
LTK_HUMAN	LTK	0
LTMD1_HUMAN	LETMD1	0
LTN	XCL1	0
LTN1_HUMAN	LTN1	0
LTOR1_HUMAN	LAMTOR1	0
LTOR2_HUMAN	LAMTOR2	0
LTOR3_HUMAN	LAMTOR3	0
LTOR4_HUMAN	LAMTOR4	0
LTOR5_HUMAN	LAMTOR5	0
LTRPC1	TRPM1	0
LTRPC2	TRPM2	0
LTRPC3	TRPM3	0
LTRPC4	TRPM4	0
LTRPC5	TRPM5	0
LTRPC6	TRPM8	0
LTRPC7	TRPM7	0
LTV1_HUMAN	LTV1	0
LU	BCAM	0
LUC7L1	LUC7L	0
LUC7L_HUMAN	LUC7L	0
LUCA1	HYAL1	0
LUCA11.2	TMEM115	0
LUCA12.2	CYB561D2	0
LUCA12.4	ZMYND10	0
LUCA15	RBM5	0
LUCA2	HYAL2	0
LUCA3	HYAL3	0
LULL1	TOR1AIP2	0
LULU2	EPB41L4B	0
LUM_HUMAN	LUM	0
LUN	TOPORS	0
LUNX	BPIFA1	0
LUR1L_HUMAN	LURAP1L	0
LURA1_HUMAN	LURAP1	0
LUSTR1	GPR107	0
LUSTR2	GPR108	0
LUZP1_HUMAN	LUZP1	0
LUZP2_HUMAN	LUZP2	0
LUZP4_HUMAN	LUZP4	0
LUZP5	NCAPG2	0
LV136_HUMAN	IGLV1-36	0
LV140_HUMAN	IGLV1-40	0
LV144_HUMAN	IGLV1-44	0
LV147_HUMAN	IGLV1-47	0
LV151_HUMAN	IGLV1-51	0
LV208_HUMAN	IGLV2-8	0
LV211_HUMAN	IGLV2-11	0
LV214_HUMAN	IGLV2-14	0
LV218_HUMAN	IGLV2-18	0
LV223_HUMAN	IGLV2-23	0
LV301_HUMAN	IGLV3-1	0
LV310_HUMAN	IGLV3-10	0
LV312_HUMAN	IGLV3-12	0
LV316_HUMAN	IGLV3-16	0
LV319_HUMAN	IGLV3-19	0
LV321_HUMAN	IGLV3-21	0
LV322_HUMAN	IGLV3-22	0
LV325_HUMAN	IGLV3-25	0
LV327_HUMAN	IGLV3-27	0
LV39_HUMAN	IGLV3-9	0
LV403_HUMAN	IGLV4-3	0
LV460_HUMAN	IGLV4-60	0
LV469_HUMAN	IGLV4-69	0
LV537_HUMAN	IGLV5-37	0
LV539_HUMAN	IGLV5-39	0
LV545_HUMAN	IGLV5-45	0
LV552_HUMAN	IGLV5-52	0
LV657_HUMAN	IGLV6-57	0
LV743_HUMAN	IGLV7-43	0
LV746_HUMAN	IGLV7-46	0
LV861_HUMAN	IGLV8-61	0
LV949_HUMAN	IGLV9-49	0
LVX54_HUMAN	IGLV10-54	0
LW	ICAM4	0
LW-1	HSFX1	0
LX12B_HUMAN	ALOX12B	0
LX15B_HUMAN	ALOX15B	0
LXA4R	FPR2	0
LXN_HUMAN	LXN	0
LXRA	NR1H3	0
LXRB	NR1H2	0
LY117	NCR3	0
LY64	CD180	0
LY65B_HUMAN	LY6G5B	0
LY65C_HUMAN	LY6G5C	0
LY66C_HUMAN	LY6G6C	0
LY66D_HUMAN	LY6G6D	0
LY66F_HUMAN	LY6G6F	0
LY6DL	GML	0
LY6D_HUMAN	LY6D	0
LY6E_HUMAN	LY6E	0
LY6H_HUMAN	LY6H	0
LY6K_HUMAN	LY6K	0
LY6L_HUMAN	LY6L	0
LY75_HUMAN	LY75	0
LY86_HUMAN	LY86	0
LY94	NCR1	0
LY95	NCR2	0
LY96_HUMAN	LY96	0
LY9_HUMAN	LY9	0
LYAG_HUMAN	GAA	0
LYAM1	SELL	0
LYAM1_HUMAN	SELL	0
LYAM2_HUMAN	SELE	0
LYAM3_HUMAN	SELP	0
LYAR_HUMAN	LYAR	0
LYC1	LYZL6	0
LYC2	LYZL1	0
LYC3	SPACA3	0
LYC4	LYZL4	0
LYCAT	LCLAT1	0
LYF1	IKZF1	0
LYG1_HUMAN	LYG1	0
LYG2_HUMAN	LYG2	0
LYGH	LYG2	0
LYK	ITK	0
LYK5	STRADA	0
LYL1_HUMAN	LYL1	0
LYNX1_HUMAN	LYNX1	0
LYN_HUMAN	LYN	0
LYOX_HUMAN	LOX	0
LYPA1_HUMAN	LYPLA1	0
LYPA2_HUMAN	LYPLA2	0
LYPD1_HUMAN	LYPD1	0
LYPD2_HUMAN	LYPD2	0
LYPD3_HUMAN	LYPD3	0
LYPD4_HUMAN	LYPD4	0
LYPD5_HUMAN	LYPD5	0
LYPD6_HUMAN	LYPD6	0
LYPD8_HUMAN	LYPD8	0
LYPDC1	LYPD1	0
LYPDC2	LYPD2	0
LYPL1_HUMAN	LYPLAL1	0
LYPLA3	PLA2G15	0
LYRIC	MTDH	0
LYRIC_HUMAN	MTDH	0
LYRM1_HUMAN	LYRM1	0
LYRM2_HUMAN	LYRM2	0
LYRM3	NDUFB9	0
LYRM4_HUMAN	LYRM4	0
LYRM5	ETFRF1	0
LYRM6	NDUFA6	0
LYRM7_HUMAN	LYRM7	0
LYRM8	SDHAF1	0
LYSAL1	ENTPD4	0
LYSC_HUMAN	LYZ	0
LYSM1_HUMAN	LYSMD1	0
LYSM3_HUMAN	LYSMD3	0
LYSM4_HUMAN	LYSMD4	0
LYSP100	SP140	0
LYST2	NBEA	0
LYST_HUMAN	LYST	0
LYT10	NFKB2	0
LYVE1_HUMAN	LYVE1	0
LYZL1_HUMAN	LYZL1	0
LYZL2_HUMAN	LYZL2	0
LYZL3	SPACA3	0
LYZL4_HUMAN	LYZL4	0
LYZL5	SPACA5	0
LYZL5_HUMAN	SPACA5	0
LYZL6_HUMAN	LYZL6	0
LYZL7	LALBA	0
LZAP	CDK5RAP3	0
LZIC_HUMAN	LZIC	0
LZIP	CREB3	0
LZK	MAP3K13	0
LZK1	GGNBP2	0
LZM	LYZ	0
LZP	OIT3	0
LZTL1_HUMAN	LZTFL1	0
LZTR1_HUMAN	LZTR1	0
LZTR2	SEC16B	0
LZTS1_HUMAN	LZTS1	0
LZTS2_HUMAN	LZTS2	0
LZTS3_HUMAN	LZTS3	0
Lrap25	FAM89B	0
M0QX08_HUMAN	M0QX08	0
M0QYT0_HUMAN	M0QYT0	0
M0QYV0_HUMAN	M0QYV0	0
M0QZ24_HUMAN	M0QZ24	0
M0QZ92_HUMAN	M0QZ92	0
M0QZD8_HUMAN	LOC400499	0
M0QZK8_HUMAN	M0QZK8	0
M0QZQ0_HUMAN	M0QZQ0	0
M0R036_HUMAN	M0R036	0
M0R082_HUMAN	M0R082	0
M0R129_HUMAN	M0R129	0
M0R135_HUMAN	M0R135	0
M0R143_HUMAN	M0R143	0
M0R1X1_HUMAN	M0R1X1	0
M0R233_HUMAN	M0R233	0
M0R296_HUMAN	M0R296	0
M0R2C6_HUMAN	M0R2C6	0
M0R2N4_HUMAN	M0R2N4	0
M0R2N6_HUMAN	M0R2N6	0
M0R2P5_HUMAN	M0R2P5	0
M0R2Z0_HUMAN	M0R2Z0	0
M0R378_HUMAN	M0R378	0
M0R3E3_HUMAN	M0R3E3	0
M0R3G1_HUMAN	M0R3G1	0
M0R3H8_HUMAN	M0R3H8	0
M10L1_HUMAN	MOV10L1	0
M11S1	CAPRIN1	0
M130	CD163	0
M160	CD163L1	0
M17L2_HUMAN	MPV17L2	0
M17S1	FLOT2	0
M17S2	NBR1	0
M18BP1	MIS18BP1	0
M18BP_HUMAN	MIS18BP1	0
M1AP_HUMAN	M1AP	0
M1BL1_HUMAN	MT1HL1	0
M1IP1_HUMAN	MID1IP1	0
M1S1	TACSTD2	0
M1S2	EPCAM	0
M21D2_HUMAN	MB21D2	0
M2BP	LGALS3BP	0
M2GD_HUMAN	DMGDH	0
M2OM_HUMAN	SLC25A11	0
M3K10_HUMAN	MAP3K10	0
M3K11_HUMAN	MAP3K11	0
M3K12_HUMAN	MAP3K12	0
M3K13_HUMAN	MAP3K13	0
M3K14_HUMAN	MAP3K14	0
M3K15_HUMAN	MAP3K15	0
M3K19_HUMAN	MAP3K19	0
M3K1_HUMAN	MAP3K1	0
M3K20_HUMAN	MAP3K20	0
M3K21_HUMAN	MAP3K21	0
M3K2_HUMAN	MAP3K2	0
M3K3_HUMAN	MAP3K3	0
M3K4_HUMAN	MAP3K4	0
M3K5_HUMAN	MAP3K5	0
M3K6_HUMAN	MAP3K6	0
M3K7_HUMAN	MAP3K7	0
M3K8_HUMAN	MAP3K8	0
M3K9_HUMAN	MAP3K9	0
M3KCL_HUMAN	MAP3K7CL	0
M3S1	TM4SF1	0
M4A10_HUMAN	MS4A10	0
M4A12_HUMAN	MS4A12	0
M4A13_HUMAN	MS4A13	0
M4A14_HUMAN	MS4A14	0
M4A15_HUMAN	MS4A15	0
M4A18_HUMAN	MS4A18	0
M4A4A_HUMAN	MS4A4A	0
M4A4E_HUMAN	MS4A4E	0
M4A6A_HUMAN	MS4A6A	0
M4A6E_HUMAN	MS4A6E	0
M4A8_HUMAN	MS4A8	0
M4K1_HUMAN	MAP4K1	0
M4K2_HUMAN	MAP4K2	0
M4K3_HUMAN	MAP4K3	0
M4K4_HUMAN	MAP4K4	0
M4K5_HUMAN	MAP4K5	0
M4S1	EPCAM	0
M6A	GPM6A	0
M6B	GPM6B	0
M6PRBP1	PLIN3	0
M6S1	ENPP1	0
M7V1	SLC1A5	0
MA1	PNMA1	0
MA1A1_HUMAN	MAN1A1	0
MA1A2_HUMAN	MAN1A2	0
MA1B1_HUMAN	MAN1B1	0
MA1C1_HUMAN	MAN1C1	0
MA2	PNMA2	0
MA2A1_HUMAN	MAN2A1	0
MA2A2_HUMAN	MAN2A2	0
MA2B1_HUMAN	MAN2B1	0
MA2B2_HUMAN	MAN2B2	0
MA2C1_HUMAN	MAN2C1	0
MA3	PNMA3	0
MA6D1_HUMAN	MAP6D1	0
MA7D1_HUMAN	MAP7D1	0
MA7D2_HUMAN	MAP7D2	0
MA7D3_HUMAN	MAP7D3	0
MAAI	GSTZ1	0
MAAI_HUMAN	GSTZ1	0
MAAT1	MRPL28	0
MABC1	ABCB8	0
MABP1_HUMAN	MAPKBP1	0
MAC2	LGALS3	0
MAC25	IGFBP7	0
MAC30	TMEM97	0
MACC1_HUMAN	MACC1	0
MACD1_HUMAN	MACROD1	0
MACD2_HUMAN	MACROD2	0
MACF1_HUMAN	MACF1	0
MACOI_HUMAN	MACO1	0
MACROH2A1	H2AFY	0
MACROH2A2	H2AFY2	0
MACS	MARCKS	0
MACS1	ACSM1	0
MACS2	ACSM2A	0
MACS3	ACSM5	0
MAD	MXD1	0
MAD1	MAD1L1	0
MAD1_HUMAN	MXD1	0
MAD2	MAD2L1	0
MAD2B	MAD2L2	0
MAD3	MXD3|NFKBIA	1
MAD3L	BUB1B	0
MAD3_HUMAN	MXD3	0
MAD4	MXD4	0
MAD4_HUMAN	MXD4	0
MAD5	MGA	0
MADCA_HUMAN	MADCAM1	0
MADD_HUMAN	MADD	0
MADER	NAB2	0
MADH1	SMAD1	0
MADH2	SMAD2	0
MADH3	SMAD3	0
MADH4	SMAD4	0
MADH5	SMAD5	0
MADH6	SMAD6|SMAD9	1
MADH7	SMAD7	0
MADH8	SMAD7	0
MADH9	SMAD9	0
MADHIP	ZFYVE9	0
MADL2_HUMAN	MYADML2	0
MADM	ADAM10	0
MADR1	SMAD1	0
MADR2	SMAD2	0
MAEA_HUMAN	MAEA	0
MAEG	EGFL6	0
MAEL_HUMAN	MAEL	0
MAF1_HUMAN	MAF1	0
MAFAL	KLRG1	0
MAFA_HUMAN	MAFA	0
MAFB_HUMAN	MAFB	0
MAFF_HUMAN	MAFF	0
MAFG_HUMAN	MAFG	0
MAFIP_HUMAN	MAFIP	0
MAFK_HUMAN	MAFK	0
MAF_HUMAN	MAF	0
MAG1	GPAT3	0
MAG2	RETREG2	0
MAGA1_HUMAN	MAGEA1	0
MAGA2_HUMAN	MAGEA2	0
MAGA3_HUMAN	MAGEA3	0
MAGA4_HUMAN	MAGEA4	0
MAGA5_HUMAN	MAGEA5	0
MAGA6_HUMAN	MAGEA6	0
MAGA8_HUMAN	MAGEA8	0
MAGA9_HUMAN	MAGEA9	0
MAGAA_HUMAN	MAGEA10	0
MAGAB_HUMAN	MAGEA11	0
MAGAC_HUMAN	MAGEA12	0
MAGB2_HUMAN	MAGEB2	0
MAGB4_HUMAN	MAGEB4	0
MAGB5_HUMAN	MAGEB5	0
MAGB6_HUMAN	MAGEB6	0
MAGBI_HUMAN	MAGEB18	0
MAGC1_HUMAN	MAGEC1	0
MAGC2_HUMAN	MAGEC2	0
MAGD1_HUMAN	MAGED1	0
MAGD2_HUMAN	MAGED2	0
MAGE1	MAGEA1	0
MAGE10	MAGEA10	0
MAGE11	MAGEA11	0
MAGE12	MAGEA12	0
MAGE1A	MAGEA1	0
MAGE1_HUMAN	MAGEE1	0
MAGE2	MAGEA2	0
MAGE3	MAGEA3	0
MAGE4	MAGEA4	0
MAGE5	MAGEA5	0
MAGE6	MAGEA6	0
MAGE8	MAGEA8	0
MAGE9	MAGEA9	0
MAGEA2A	MAGEA2	0
MAGEA2B	MAGEA2	0
MAGEA9A	MAGEA9	0
MAGEA9B	MAGEA9	0
MAGED3	TRO	0
MAGEG1	NSMCE3	0
MAGF1_HUMAN	MAGEF1	0
MAGH1_HUMAN	MAGEH1	0
MAGI1_HUMAN	MAGI1	0
MAGI2_HUMAN	MAGI2	0
MAGI3_HUMAN	MAGI3	0
MAGL2_HUMAN	MAGEL2	0
MAGMAS	PAM16	0
MAGOH2	MAGOHB	0
MAGOHA	MAGOH	0
MAGP1	MFAP2	0
MAGP2	MFAP5	0
MAGT1_HUMAN	MAGT1	0
MAG_HUMAN	MAG	0
MAIL	NFKBIZ	0
MAIP1_HUMAN	MAIP1	0
MAJIN_HUMAN	MAJIN	0
MAK10	NAA35	0
MAK16_HUMAN	MAK16	0
MAK3	NAA30|NAA50	1
MAK31	NAA38	0
MAKV	HUNK	0
MAK_HUMAN	MAK	0
MAL2_HUMAN	MAL2	0
MALD1_HUMAN	MARVELD1	0
MALD2_HUMAN	MARVELD2	0
MALD3_HUMAN	MARVELD3	0
MALL_HUMAN	MALL	0
MALR1_HUMAN	MALRD1	0
MALS1	LIN7A	0
MALS2	LIN7B	0
MALS3	LIN7C	0
MALT1_HUMAN	MALT1	0
MAL_HUMAN	MAL	0
MAMC2_HUMAN	MAMDC2	0
MAMD1_HUMAN	MAMLD1	0
MAMDC1	MDGA2	0
MAMDC3	MDGA1	0
MAML1_HUMAN	MAML1	0
MAML2_HUMAN	MAML2	0
MAML3_HUMAN	MAML3	0
MAN1	LEMD3	0
MAN1A3	MAN1C1	0
MAN1B	MAN1A2	0
MAN1C	MAN1C1	0
MAN1_HUMAN	LEMD3	0
MANA	MAN2C1	0
MANA1	MAN2C1	0
MANA2	MAN2A1	0
MANA2X	MAN2A2	0
MANB	MAN2B1	0
MANB1	MANBA	0
MANBA_HUMAN	MANBA	0
MANBL_HUMAN	MANBAL	0
MANEA_HUMAN	MANEA	0
MANEL_HUMAN	MANEAL	0
MANF_HUMAN	MANF	0
MANI	FAM168B	0
MANS1_HUMAN	MANSC1	0
MANS4_HUMAN	MANSC4	0
MAOM_HUMAN	ME2	0
MAON_HUMAN	ME3	0
MAOX_HUMAN	ME1	0
MAP	SGSM3	0
MAP10_HUMAN	MAP10	0
MAP11_HUMAN	METAP1	0
MAP12_HUMAN	METAP1D	0
MAP17	PDZK1IP1	0
MAP1ALC3	MAP1LC3B	0
MAP1A_HUMAN	MAP1A	0
MAP1B_HUMAN	MAP1B	0
MAP1D	METAP1D	0
MAP1L	MAP1A	0
MAP1S_HUMAN	MAP1S	0
MAP2K1IP1	LAMTOR3	0
MAP2_HUMAN	METAP2	0
MAP3K16	TAOK1	0
MAP3K17	TAOK2	0
MAP3K18	TAOK3	0
MAP3K7IP1	TAB1	0
MAP3K7IP2	TAB2	0
MAP3K7IP3	TAB3	0
MAP4K6	MINK1	0
MAP4_HUMAN	MAP4	0
MAP6_HUMAN	MAP6	0
MAP7_HUMAN	MAP7	0
MAP8	MAP1S	0
MAP80	MCM3AP	0
MAP97	MELTF	0
MAP9_HUMAN	MAP9	0
MAPA	LRRC25	0
MAPBPIP	LAMTOR2	0
MAPE	PRAME	0
MAPJD	RIOX1	0
MAPK2_HUMAN	MAPKAPK2	0
MAPK3_HUMAN	MAPKAPK3	0
MAPK5_HUMAN	MAPKAPK5	0
MAPK8IP4	SPAG9	0
MAPKAPK1A	RPS6KA1	0
MAPKAPK1B	RPS6KA3	0
MAPKAPK1C	RPS6KA2	0
MAPKKK1	MAP3K1	0
MAPKKK2	MAP3K2	0
MAPKKK3	MAP3K3	0
MAPKKK4	MAP3K4	0
MAPKKK5	MAP3K5	0
MAPKKK6	MAP3K6	0
MAPKSP1	LAMTOR3	0
MAPL	MUL1	0
MAPM	ANP32A	0
MAPO1	FNIP2	0
MAPTL	MAPT	0
MAQ1	HEXIM1	0
